Mod:Item:MetaData, Localized Name
thermalcultivation:watering_can:4, 洒水壶（谐振）
thermalcultivation:watering_can:32000, 洒水壶（创造）
thermaldynamics:duct_0:0, 铅石能量管道
thermaldynamics:duct_0:1, 硬化能量管道
thermaldynamics:duct_0:2, 红石能量管道
thermaldynamics:duct_0:3, 信素能量管道
thermaldynamics:duct_0:4, 谐振能量管道
thermaldynamics:duct_0:5, 凛冰固化能量管道
thermaldynamics:duct_0:6, 红石能量管道（空）
thermaldynamics:duct_0:7, 信素能量管道（空）
thermaldynamics:duct_0:8, 谐振能量管道（空）
thermaldynamics:duct_0:9, 凛冰固化能量管道（空）
thermaldynamics:duct_16:0, 约束流体管道
thermaldynamics:duct_16:1, 不透明约束流体管道
thermaldynamics:duct_16:2, 硬化流体管道
thermaldynamics:duct_16:3, 不透明硬化流体管道
thermaldynamics:duct_16:4, 信素流体管道
thermaldynamics:duct_16:5, 不透明信素流体管道
thermaldynamics:duct_16:6, 极速层流流体管道
thermaldynamics:duct_16:7, 不透明极速层流流体管道
thermaldynamics:duct_32:0, 真空基础物品管道
thermaldynamics:duct_32:0, 致密基础物品管道
thermaldynamics:duct_32:0, 基础物品管道
thermaldynamics:duct_32:1, 真空不透明基础物品管道
thermaldynamics:duct_32:1, 致密不透明基础物品管道
thermaldynamics:duct_32:1, 不透明基础物品管道
thermaldynamics:duct_32:2, 真空动能物品管道
thermaldynamics:duct_32:2, 致密动能物品管道
thermaldynamics:duct_32:2, 动能物品管道
thermaldynamics:duct_32:3, 真空不透明动能物品管道
thermaldynamics:duct_32:3, 致密不透明动能物品管道
thermaldynamics:duct_32:3, 不透明动能物品管道
thermaldynamics:duct_32:4, 真空信素物品管道
thermaldynamics:duct_32:4, 致密信素物品管道
thermaldynamics:duct_32:4, 信素物品管道
thermaldynamics:duct_32:5, 真空不透明信素物品管道
thermaldynamics:duct_32:5, 致密不透明信素物品管道
thermaldynamics:duct_32:5, 不透明信素物品管道
thermaldynamics:duct_32:6, 真空信素推进物品管道
thermaldynamics:duct_32:6, 致密信素推进物品管道
thermaldynamics:duct_32:6, 信素推进物品管道
thermaldynamics:duct_32:7, 真空不透明信素推进物品管道
thermaldynamics:duct_32:7, 致密不透明信素推进物品管道
thermaldynamics:duct_32:7, 不透明信素推进物品管道
thermaldynamics:duct_48:0, 结构管道
thermaldynamics:duct_64:0, 旅行管道
thermaldynamics:duct_64:1, 远程旅行管道
thermaldynamics:duct_64:2, 远程连接旅行管道
thermaldynamics:duct_64:3, 旅行管道（未处理）
thermaldynamics:servo:0, 伺服器
thermaldynamics:servo:1, 硬化伺服器
thermaldynamics:servo:2, 强化伺服器
thermaldynamics:servo:3, 信素伺服器
thermaldynamics:servo:4, 谐振伺服器
thermaldynamics:filter:0, 过滤器
thermaldynamics:filter:1, 硬化过滤器
thermaldynamics:filter:2, 强化过滤器
thermaldynamics:filter:3, 信素过滤器
thermaldynamics:filter:4, 谐振过滤器
thermaldynamics:retriever:0, 检索器
thermaldynamics:retriever:1, 硬化检索器
thermaldynamics:retriever:2, 强化检索器
thermaldynamics:retriever:3, 信素检索器
thermaldynamics:retriever:4, 谐振检索器
thermaldynamics:relay:0, 红石信号中继器
thermaldynamics:cover:0, 覆盖板：石头
thermaldynamics:cover:0, 覆盖板：花岗岩
thermaldynamics:cover:0, 覆盖板：磨制花岗岩
thermaldynamics:cover:0, 覆盖板：闪长岩
thermaldynamics:cover:0, 覆盖板：磨制闪长岩
thermaldynamics:cover:0, 覆盖板：安山岩
thermaldynamics:cover:0, 覆盖板：磨制安山岩
thermaldynamics:cover:0, 覆盖板：草方块
thermaldynamics:cover:0, 覆盖板：泥土
thermaldynamics:cover:0, 覆盖板：砂土
thermaldynamics:cover:0, 覆盖板：灰化土
thermaldynamics:cover:0, 覆盖板：圆石
thermaldynamics:cover:0, 覆盖板：橡木木板
thermaldynamics:cover:0, 覆盖板：云杉木板
thermaldynamics:cover:0, 覆盖板：白桦木板
thermaldynamics:cover:0, 覆盖板：丛林木板
thermaldynamics:cover:0, 覆盖板：金合欢木板
thermaldynamics:cover:0, 覆盖板：深色橡木木板
thermaldynamics:cover:0, 覆盖板：基岩
thermaldynamics:cover:0, 覆盖板：沙子
thermaldynamics:cover:0, 覆盖板：红沙
thermaldynamics:cover:0, 覆盖板：沙砾
thermaldynamics:cover:0, 覆盖板：金矿石
thermaldynamics:cover:0, 覆盖板：铁矿石
thermaldynamics:cover:0, 覆盖板：煤矿石
thermaldynamics:cover:0, 覆盖板：橡木
thermaldynamics:cover:0, 覆盖板：云杉木
thermaldynamics:cover:0, 覆盖板：白桦木
thermaldynamics:cover:0, 覆盖板：丛林木
thermaldynamics:cover:0, 覆盖板：橡树树叶
thermaldynamics:cover:0, 覆盖板：云杉树叶
thermaldynamics:cover:0, 覆盖板：白桦树叶
thermaldynamics:cover:0, 覆盖板：丛林树叶
thermaldynamics:cover:0, 覆盖板：海绵
thermaldynamics:cover:0, 覆盖板：湿海绵
thermaldynamics:cover:0, 覆盖板：玻璃
thermaldynamics:cover:0, 覆盖板：青金石矿石
thermaldynamics:cover:0, 覆盖板：青金石块
thermaldynamics:cover:0, 覆盖板：砂岩
thermaldynamics:cover:0, 覆盖板：錾制砂岩
thermaldynamics:cover:0, 覆盖板：平滑砂岩
thermaldynamics:cover:0, 覆盖板：白色羊毛
thermaldynamics:cover:0, 覆盖板：橙色羊毛
thermaldynamics:cover:0, 覆盖板：品红色羊毛
thermaldynamics:cover:0, 覆盖板：淡蓝色羊毛
thermaldynamics:cover:0, 覆盖板：黄色羊毛
thermaldynamics:cover:0, 覆盖板：黄绿色羊毛
thermaldynamics:cover:0, 覆盖板：粉红色羊毛
thermaldynamics:cover:0, 覆盖板：灰色羊毛
thermaldynamics:cover:0, 覆盖板：淡灰色羊毛
thermaldynamics:cover:0, 覆盖板：青色羊毛
thermaldynamics:cover:0, 覆盖板：紫色羊毛
thermaldynamics:cover:0, 覆盖板：蓝色羊毛
thermaldynamics:cover:0, 覆盖板：棕色羊毛
thermaldynamics:cover:0, 覆盖板：绿色羊毛
thermaldynamics:cover:0, 覆盖板：红色羊毛
thermaldynamics:cover:0, 覆盖板：黑色羊毛
thermaldynamics:cover:0, 覆盖板：金块
thermaldynamics:cover:0, 覆盖板：铁块
thermaldynamics:cover:0, 覆盖板：石台阶
thermaldynamics:cover:0, 覆盖板：砂岩台阶
thermaldynamics:cover:0, 覆盖板：圆石台阶
thermaldynamics:cover:0, 覆盖板：砖台阶
thermaldynamics:cover:0, 覆盖板：石砖台阶
thermaldynamics:cover:0, 覆盖板：地狱砖台阶
thermaldynamics:cover:0, 覆盖板：石英台阶
thermaldynamics:cover:0, 覆盖板：砖块
thermaldynamics:cover:0, 覆盖板：TNT
thermaldynamics:cover:0, 覆盖板：橡木书架
thermaldynamics:cover:0, 覆盖板：苔石
thermaldynamics:cover:0, 覆盖板：黑曜石
thermaldynamics:cover:0, 覆盖板：橡木楼梯
thermaldynamics:cover:0, 覆盖板：钻石矿石
thermaldynamics:cover:0, 覆盖板：钻石块
thermaldynamics:cover:0, 覆盖板：工作台
thermaldynamics:cover:0, 覆盖板：圆石楼梯
thermaldynamics:cover:0, 覆盖板：红石矿石
thermaldynamics:cover:0, 覆盖板：冰
thermaldynamics:cover:0, 覆盖板：雪
thermaldynamics:cover:0, 覆盖板：仙人掌
thermaldynamics:cover:0, 覆盖板：粘土块
thermaldynamics:cover:0, 覆盖板：南瓜
thermaldynamics:cover:0, 覆盖板：地狱岩
thermaldynamics:cover:0, 覆盖板：灵魂沙
thermaldynamics:cover:0, 覆盖板：荧石
thermaldynamics:cover:0, 覆盖板：南瓜灯
thermaldynamics:cover:0, 覆盖板：白色染色玻璃
thermaldynamics:cover:0, 覆盖板：橙色染色玻璃
thermaldynamics:cover:0, 覆盖板：品红色染色玻璃
thermaldynamics:cover:0, 覆盖板：淡蓝色染色玻璃
thermaldynamics:cover:0, 覆盖板：黄色染色玻璃
thermaldynamics:cover:0, 覆盖板：黄绿色染色玻璃
thermaldynamics:cover:0, 覆盖板：粉红色染色玻璃
thermaldynamics:cover:0, 覆盖板：灰色染色玻璃
thermaldynamics:cover:0, 覆盖板：淡灰色染色玻璃
thermaldynamics:cover:0, 覆盖板：青色染色玻璃
thermaldynamics:cover:0, 覆盖板：紫色染色玻璃
thermaldynamics:cover:0, 覆盖板：蓝色染色玻璃
thermaldynamics:cover:0, 覆盖板：棕色染色玻璃
thermaldynamics:cover:0, 覆盖板：绿色染色玻璃
thermaldynamics:cover:0, 覆盖板：红色染色玻璃
thermaldynamics:cover:0, 覆盖板：黑色染色玻璃
thermaldynamics:cover:0, 覆盖板：石头怪物蛋
thermaldynamics:cover:0, 覆盖板：圆石怪物蛋
thermaldynamics:cover:0, 覆盖板：石砖怪物蛋
thermaldynamics:cover:0, 覆盖板：苔石砖怪物蛋
thermaldynamics:cover:0, 覆盖板：裂石砖怪物蛋
thermaldynamics:cover:0, 覆盖板：錾制石砖怪物蛋
thermaldynamics:cover:0, 覆盖板：石砖
thermaldynamics:cover:0, 覆盖板：苔石砖
thermaldynamics:cover:0, 覆盖板：裂石砖
thermaldynamics:cover:0, 覆盖板：錾制石砖
thermaldynamics:cover:0, 覆盖板：铁栏杆
thermaldynamics:cover:0, 覆盖板：玻璃板
thermaldynamics:cover:0, 覆盖板：西瓜
thermaldynamics:cover:0, 覆盖板：砖楼梯
thermaldynamics:cover:0, 覆盖板：石砖楼梯
thermaldynamics:cover:0, 覆盖板：菌丝
thermaldynamics:cover:0, 覆盖板：地狱砖
thermaldynamics:cover:0, 覆盖板：地狱砖楼梯
thermaldynamics:cover:0, 覆盖板：末地传送门
thermaldynamics:cover:0, 覆盖板：末地石
thermaldynamics:cover:0, 覆盖板：红石灯
thermaldynamics:cover:0, 覆盖板：橡木台阶
thermaldynamics:cover:0, 覆盖板：云杉木台阶
thermaldynamics:cover:0, 覆盖板：桦木台阶
thermaldynamics:cover:0, 覆盖板：丛林木台阶
thermaldynamics:cover:0, 覆盖板：金合欢木台阶
thermaldynamics:cover:0, 覆盖板：深色橡木台阶
thermaldynamics:cover:0, 覆盖板：砂岩楼梯
thermaldynamics:cover:0, 覆盖板：绿宝石矿石
thermaldynamics:cover:0, 覆盖板：绊线钩
thermaldynamics:cover:0, 覆盖板：绿宝石块
thermaldynamics:cover:0, 覆盖板：云杉木楼梯
thermaldynamics:cover:0, 覆盖板：桦木楼梯
thermaldynamics:cover:0, 覆盖板：丛林木楼梯
thermaldynamics:cover:0, 覆盖板：红石块
thermaldynamics:cover:0, 覆盖板：下界石英矿石
thermaldynamics:cover:0, 覆盖板：石英块
thermaldynamics:cover:0, 覆盖板：錾制石英块
thermaldynamics:cover:0, 覆盖板：竖纹石英块
thermaldynamics:cover:0, 覆盖板：石英楼梯
thermaldynamics:cover:0, 覆盖板：白色陶瓦
thermaldynamics:cover:0, 覆盖板：橙色陶瓦
thermaldynamics:cover:0, 覆盖板：品红色陶瓦
thermaldynamics:cover:0, 覆盖板：淡蓝色陶瓦
thermaldynamics:cover:0, 覆盖板：黄色陶瓦
thermaldynamics:cover:0, 覆盖板：黄绿色陶瓦
thermaldynamics:cover:0, 覆盖板：粉红色陶瓦
thermaldynamics:cover:0, 覆盖板：灰色陶瓦
thermaldynamics:cover:0, 覆盖板：淡灰色陶瓦
thermaldynamics:cover:0, 覆盖板：青色陶瓦
thermaldynamics:cover:0, 覆盖板：紫色陶瓦
thermaldynamics:cover:0, 覆盖板：蓝色陶瓦
thermaldynamics:cover:0, 覆盖板：棕色陶瓦
thermaldynamics:cover:0, 覆盖板：绿色陶瓦
thermaldynamics:cover:0, 覆盖板：红色陶瓦
thermaldynamics:cover:0, 覆盖板：黑色陶瓦
thermaldynamics:cover:0, 覆盖板：白色染色玻璃板
thermaldynamics:cover:0, 覆盖板：橙色染色玻璃板
thermaldynamics:cover:0, 覆盖板：品红色染色玻璃板
thermaldynamics:cover:0, 覆盖板：淡蓝色染色玻璃板
thermaldynamics:cover:0, 覆盖板：黄色染色玻璃板
thermaldynamics:cover:0, 覆盖板：黄绿色染色玻璃板
thermaldynamics:cover:0, 覆盖板：粉红色染色玻璃板
thermaldynamics:cover:0, 覆盖板：灰色染色玻璃板
thermaldynamics:cover:0, 覆盖板：淡灰色染色玻璃板
thermaldynamics:cover:0, 覆盖板：青色染色玻璃板
thermaldynamics:cover:0, 覆盖板：紫色染色玻璃板
thermaldynamics:cover:0, 覆盖板：蓝色染色玻璃板
thermaldynamics:cover:0, 覆盖板：棕色染色玻璃板
thermaldynamics:cover:0, 覆盖板：绿色染色玻璃板
thermaldynamics:cover:0, 覆盖板：红色染色玻璃板
thermaldynamics:cover:0, 覆盖板：黑色染色玻璃板
thermaldynamics:cover:0, 覆盖板：金合欢树叶
thermaldynamics:cover:0, 覆盖板：深色橡树树叶
thermaldynamics:cover:0, 覆盖板：金合欢木
thermaldynamics:cover:0, 覆盖板：深色橡木
thermaldynamics:cover:0, 覆盖板：金合欢木楼梯
thermaldynamics:cover:0, 覆盖板：深色橡木楼梯
thermaldynamics:cover:0, 覆盖板：粘液块
thermaldynamics:cover:0, 覆盖板：海晶石
thermaldynamics:cover:0, 覆盖板：海晶石砖
thermaldynamics:cover:0, 覆盖板：暗海晶石
thermaldynamics:cover:0, 覆盖板：海晶灯
thermaldynamics:cover:0, 覆盖板：干草块
thermaldynamics:cover:0, 覆盖板：陶瓦
thermaldynamics:cover:0, 覆盖板：煤炭块
thermaldynamics:cover:0, 覆盖板：浮冰
thermaldynamics:cover:0, 覆盖板：红砂岩
thermaldynamics:cover:0, 覆盖板：錾制红砂岩
thermaldynamics:cover:0, 覆盖板：平滑红砂岩
thermaldynamics:cover:0, 覆盖板：红砂岩楼梯
thermaldynamics:cover:0, 覆盖板：红砂岩台阶
thermaldynamics:cover:0, 覆盖板：紫珀块
thermaldynamics:cover:0, 覆盖板：竖纹紫珀块
thermaldynamics:cover:0, 覆盖板：紫珀楼梯
thermaldynamics:cover:0, 覆盖板：紫珀台阶
thermaldynamics:cover:0, 覆盖板：末地石砖
thermaldynamics:cover:0, 覆盖板：岩浆块
thermaldynamics:cover:0, 覆盖板：地狱疣块
thermaldynamics:cover:0, 覆盖板：红色地狱砖
thermaldynamics:cover:0, 覆盖板：骨块
thermaldynamics:cover:0, 覆盖板：侦测器
thermaldynamics:cover:0, 覆盖板：白色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：橙色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：品红色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：淡蓝色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：黄色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：黄绿色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：粉红色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：灰色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：淡灰色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：青色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：紫色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：蓝色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：棕色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：绿色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：红色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：黑色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：白色混凝土
thermaldynamics:cover:0, 覆盖板：橙色混凝土
thermaldynamics:cover:0, 覆盖板：品红色混凝土
thermaldynamics:cover:0, 覆盖板：淡蓝色混凝土
thermaldynamics:cover:0, 覆盖板：黄色混凝土
thermaldynamics:cover:0, 覆盖板：黄绿色混凝土
thermaldynamics:cover:0, 覆盖板：粉红色混凝土
thermaldynamics:cover:0, 覆盖板：灰色混凝土
thermaldynamics:cover:0, 覆盖板：淡灰色混凝土
thermaldynamics:cover:0, 覆盖板：青色混凝土
thermaldynamics:cover:0, 覆盖板：紫色混凝土
thermaldynamics:cover:0, 覆盖板：蓝色混凝土
thermaldynamics:cover:0, 覆盖板：棕色混凝土
thermaldynamics:cover:0, 覆盖板：绿色混凝土
thermaldynamics:cover:0, 覆盖板：红色混凝土
thermaldynamics:cover:0, 覆盖板：黑色混凝土
thermaldynamics:cover:0, 覆盖板：白色混凝土粉末
thermaldynamics:cover:0, 覆盖板：橙色混凝土粉末
thermaldynamics:cover:0, 覆盖板：品红色混凝土粉末
thermaldynamics:cover:0, 覆盖板：淡蓝色混凝土粉末
thermaldynamics:cover:0, 覆盖板：黄色混凝土粉末
thermaldynamics:cover:0, 覆盖板：黄绿色混凝土粉末
thermaldynamics:cover:0, 覆盖板：粉红色混凝土粉末
thermaldynamics:cover:0, 覆盖板：灰色混凝土粉末
thermaldynamics:cover:0, 覆盖板：淡灰色混凝土粉末
thermaldynamics:cover:0, 覆盖板：青色混凝土粉末
thermaldynamics:cover:0, 覆盖板：紫色混凝土粉末
thermaldynamics:cover:0, 覆盖板：蓝色混凝土粉末
thermaldynamics:cover:0, 覆盖板：棕色混凝土粉末
thermaldynamics:cover:0, 覆盖板：绿色混凝土粉末
thermaldynamics:cover:0, 覆盖板：红色混凝土粉末
thermaldynamics:cover:0, 覆盖板：黑色混凝土粉末
thermaldynamics:cover:0, 覆盖板：铜矿石
thermaldynamics:cover:0, 覆盖板：锡矿石
thermaldynamics:cover:0, 覆盖板：银矿石
thermaldynamics:cover:0, 覆盖板：铅矿石
thermaldynamics:cover:0, 覆盖板：铝矿石
thermaldynamics:cover:0, 覆盖板：镍矿石
thermaldynamics:cover:0, 覆盖板：铂矿石
thermaldynamics:cover:0, 覆盖板：铱矿石
thermaldynamics:cover:0, 覆盖板：蕴魔秘银矿石
thermaldynamics:cover:0, 覆盖板：油砂
thermaldynamics:cover:0, 覆盖板：油页岩
thermaldynamics:cover:0, 覆盖板：不稳定红石矿石
thermaldynamics:cover:0, 覆盖板：充能地狱岩
thermaldynamics:cover:0, 覆盖板：谐振末影矿石
thermaldynamics:cover:0, 覆盖板：油砂
thermaldynamics:cover:0, 覆盖板：铜块
thermaldynamics:cover:0, 覆盖板：锡块
thermaldynamics:cover:0, 覆盖板：银块
thermaldynamics:cover:0, 覆盖板：铅块
thermaldynamics:cover:0, 覆盖板：铝块
thermaldynamics:cover:0, 覆盖板：镍块
thermaldynamics:cover:0, 覆盖板：铂块
thermaldynamics:cover:0, 覆盖板：铱块
thermaldynamics:cover:0, 覆盖板：蕴魔秘银块
thermaldynamics:cover:0, 覆盖板：钢块
thermaldynamics:cover:0, 覆盖板：琥珀金块
thermaldynamics:cover:0, 覆盖板：殷钢块
thermaldynamics:cover:0, 覆盖板：青铜块
thermaldynamics:cover:0, 覆盖板：康铜块
thermaldynamics:cover:0, 覆盖板：信素块
thermaldynamics:cover:0, 覆盖板：流明块
thermaldynamics:cover:0, 覆盖板：末影块
thermaldynamics:cover:0, 覆盖板：木炭块
thermaldynamics:cover:0, 覆盖板：焦炭块
thermaldynamics:cover:0, 覆盖板：硬化铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化锡玻璃
thermaldynamics:cover:0, 覆盖板：硬化银玻璃
thermaldynamics:cover:0, 覆盖板：硬化玻璃
thermaldynamics:cover:0, 覆盖板：硬化铝玻璃
thermaldynamics:cover:0, 覆盖板：硬化镍玻璃
thermaldynamics:cover:0, 覆盖板：硬化铂玻璃
thermaldynamics:cover:0, 覆盖板：硬化铱玻璃
thermaldynamics:cover:0, 覆盖板：硬化蕴魔秘银玻璃
thermaldynamics:cover:0, 覆盖板：硬化钢玻璃
thermaldynamics:cover:0, 覆盖板：硬化琥珀金玻璃
thermaldynamics:cover:0, 覆盖板：硬化殷钢玻璃
thermaldynamics:cover:0, 覆盖板：硬化青铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化康铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化信素玻璃
thermaldynamics:cover:0, 覆盖板：硬化流明玻璃
thermaldynamics:cover:0, 覆盖板：硬化末影玻璃
thermaldynamics:cover:0, 覆盖板：黑色石棉
thermaldynamics:cover:0, 覆盖板：红色石棉
thermaldynamics:cover:0, 覆盖板：绿色石棉
thermaldynamics:cover:0, 覆盖板：棕色石棉
thermaldynamics:cover:0, 覆盖板：蓝色石棉
thermaldynamics:cover:0, 覆盖板：紫色石棉
thermaldynamics:cover:0, 覆盖板：青色石棉
thermaldynamics:cover:0, 覆盖板：淡灰色石棉
thermaldynamics:cover:0, 覆盖板：灰色石棉
thermaldynamics:cover:0, 覆盖板：粉红色石棉
thermaldynamics:cover:0, 覆盖板：黄绿色石棉
thermaldynamics:cover:0, 覆盖板：黄色石棉
thermaldynamics:cover:0, 覆盖板：淡蓝色石棉
thermaldynamics:cover:0, 覆盖板：品红色石棉
thermaldynamics:cover:0, 覆盖板：橙色石棉
thermaldynamics:cover:0, 覆盖板：白色石棉
thermaldynamics:cover:0, 覆盖板：龙矿
thermaldynamics:cover:0, 覆盖板：下界龙矿
thermaldynamics:cover:0, 覆盖板：末地龙矿
thermaldynamics:cover:0, 覆盖板：龙块
thermaldynamics:cover:0, 覆盖板：充能龙块
thermaldynamics:cover:0, 覆盖板：觉醒龙块
thermaldynamics:cover:0, 覆盖板：注入龙力的黑曜石
thermaldynamics:cover:0, 覆盖板：物品磁铁消磁器
thermaldynamics:cover:0, 覆盖板：雨水传感器
thermaldynamics:cover:0, 覆盖板：Terra Catalyst
thermaldynamics:cover:0, 覆盖板：Dreamrock
thermaldynamics:cover:0, 覆盖板：Mana Lapis Block
thermaldynamics:cover:0, 覆盖板：Elven Lapis Block
thermaldynamics:cover:0, 覆盖板：Elvenwood Log
thermaldynamics:cover:0, 覆盖板：红石琥珀金块
thermaldynamics:cover:0, 覆盖板：红石水晶块
thaumcraft:ore_amber, 琥珀矿石
thaumcraft:ore_cinnabar, 朱砂矿石
thaumcraft:ore_quartz, 石英矿石
thaumcraft:crystal_aer, 风之结晶
thaumcraft:crystal_ignis, 火之结晶
thaumcraft:crystal_aqua, 水之结晶
thaumcraft:crystal_terra, 地之结晶
thaumcraft:crystal_ordo, 秩序结晶
thaumcraft:crystal_perditio, 混沌结晶
thaumcraft:crystal_vitium, 咒波结晶
thaumcraft:stone_arcane, 奥术石材
thaumcraft:stone_arcane_brick, 奥术石砖
thaumcraft:stone_ancient, 荒古石
thaumcraft:stone_ancient_tile, 荒古砖块
thaumcraft:stone_ancient_rock, 荒古岩
thaumcraft:stone_ancient_glyphed, 雕文石头
thaumcraft:stone_ancient_doorway, 荒古门廊
thaumcraft:stone_eldritch_tile, 邪术石
thaumcraft:stone_porous, 多孔雾石
thaumcraft:stairs_arcane, 奥术楼梯
thaumcraft:stairs_arcane_brick, 奥术石砖楼梯
thaumcraft:stairs_ancient, 荒古楼梯
thaumcraft:slab_arcane_stone:0, 奥术台阶
thaumcraft:slab_arcane_brick:0, 奥术石砖台阶
thaumcraft:slab_ancient:0, 荒古台阶
thaumcraft:slab_eldritch:0, 邪术石头台阶
thaumcraft:sapling_greatwood, 宏伟之木树苗
thaumcraft:sapling_silverwood, 银树树苗
thaumcraft:log_greatwood, 宏伟之木原木
thaumcraft:log_silverwood, 银树原木
thaumcraft:leaves_greatwood, 宏伟之木树叶
thaumcraft:leaves_silverwood, 银树树叶
thaumcraft:shimmerleaf, 水银花
thaumcraft:cinderpearl, 烈焰草
thaumcraft:vishroom, 纤毛菇
thaumcraft:plank_greatwood, 宏伟之木木板
thaumcraft:plank_silverwood, 银树木板
thaumcraft:stairs_greatwood, 宏伟之木楼梯
thaumcraft:stairs_silverwood, 银树楼梯
thaumcraft:slab_greatwood:0, 宏伟之木台阶
thaumcraft:slab_silverwood:0, 银树台阶
thaumcraft:amber_block, 琥珀块
thaumcraft:amber_brick, 琥珀砖块
thaumcraft:flesh_block, 压缩腐肉块
thaumcraft:loot_crate_common, 寻常箱
thaumcraft:loot_crate_uncommon, 稀有箱
thaumcraft:loot_crate_rare, 罕见箱
thaumcraft:loot_urn_common, 寻常瓮
thaumcraft:loot_urn_uncommon, 稀有瓮
thaumcraft:loot_urn_rare, 罕见瓮
thaumcraft:taint_fibre, 腐化草丛
thaumcraft:taint_crust, 陈年污点
thaumcraft:taint_soil, 腐化泥土
thaumcraft:taint_rock, 腐化岩石
thaumcraft:taint_geyser, 腐化喷泉
thaumcraft:taint_feature, 腐化肿泡
thaumcraft:taint_log, 腐化原木
thaumcraft:grass_ambient, 蕴魔草方块
thaumcraft:table_wood, 木桌
thaumcraft:table_stone, 石桌
thaumcraft:pedestal_arcane, 奥术基座
thaumcraft:pedestal_ancient, 荒古基座
thaumcraft:pedestal_eldritch, 邪术基座
thaumcraft:metal_brass, 黄铜方块
thaumcraft:metal_thaumium, 神秘块
thaumcraft:metal_void, 虚空金属块
thaumcraft:metal_alchemical, 炼金构材
thaumcraft:metal_alchemical_advanced, 高级炼金构材
thaumcraft:paving_stone_travel, 旅行者铺路石
thaumcraft:paving_stone_barrier, 屏障石
thaumcraft:pillar_arcane, 注魔柱
thaumcraft:pillar_ancient, 荒古注魔柱
thaumcraft:pillar_eldritch, 邪术注魔柱
thaumcraft:matrix_speed, 注魔加速石
thaumcraft:matrix_cost, 注魔效能石
thaumcraft:candle_white, 白色蜡烛
thaumcraft:candle_orange, 橙色蜡烛
thaumcraft:candle_magenta, 品红色蜡烛
thaumcraft:candle_lightblue, 淡蓝色油脂蜡烛
thaumcraft:candle_yellow, 黄色蜡烛
thaumcraft:candle_lime, 黄绿色蜡烛
thaumcraft:candle_pink, 粉色蜡烛
thaumcraft:candle_gray, 灰色蜡烛
thaumcraft:candle_silver, 淡灰色蜡烛
thaumcraft:candle_cyan, 青色蜡烛
thaumcraft:candle_purple, 紫色蜡烛
thaumcraft:candle_blue, 蓝色蜡烛
thaumcraft:candle_brown, 棕色蜡烛
thaumcraft:candle_green, 绿色蜡烛
thaumcraft:candle_red, 红色蜡烛
thaumcraft:candle_black, 黑色蜡烛
thaumcraft:banner_white, 白色旗帜
thaumcraft:banner_orange, 橙色旗帜
thaumcraft:banner_magenta, 品红色旗帜
thaumcraft:banner_lightblue, 淡蓝色旗帜
thaumcraft:banner_yellow, 黄色旗帜
thaumcraft:banner_lime, 黄绿色旗帜
thaumcraft:banner_pink, 粉色旗帜
thaumcraft:banner_gray, 灰色旗帜
thaumcraft:banner_silver, 淡灰色旗帜
thaumcraft:banner_cyan, 青色旗帜
thaumcraft:banner_purple, 紫色旗帜
thaumcraft:banner_blue, 蓝色旗帜
thaumcraft:banner_brown, 棕色旗帜
thaumcraft:banner_green, 绿色旗帜
thaumcraft:banner_red, 红色旗帜
thaumcraft:banner_black, 黑色旗帜
thaumcraft:banner_crimson_cult, 血腥教徒旗帜
thaumcraft:nitor_white, 白色闪耀之光
thaumcraft:nitor_orange, 橙色闪耀之光
thaumcraft:nitor_magenta, 品红色闪耀之光
thaumcraft:nitor_lightblue, 淡蓝色闪耀之光
thaumcraft:nitor_yellow, 黄色闪耀之光
thaumcraft:nitor_lime, 黄绿色闪耀之光
thaumcraft:nitor_pink, 粉色闪耀之光
thaumcraft:nitor_gray, 灰色闪耀之光
thaumcraft:nitor_silver, 淡灰色闪耀之光
thaumcraft:nitor_cyan, 青色闪耀之光
thaumcraft:nitor_purple, 紫色闪耀之光
thaumcraft:nitor_blue, 蓝色闪耀之光
thaumcraft:nitor_brown, 棕色闪耀之光
thaumcraft:nitor_green, 绿色闪耀之光
thaumcraft:nitor_red, 红色闪耀之光
thaumcraft:nitor_black, 黑色闪耀之光
thaumcraft:vis_battery, 灵气电池
thaumcraft:inlay, 红石镶嵌
thaumcraft:arcane_workbench, 奥术工作台
thaumcraft:arcane_workbench_charger, 奥术工作台充能器
